timestamp,angle,torque,speed
1479424214787219361,0.003490658476948738,0.125,22.880556106567383
1479424214807231859,0.003490658476948738,0.125,22.886110305786133
1479424214827300730,0.003490658476948738,0.125,22.891666412353516
1479424214847355643,0.003490658476948738,0.1875,22.8972225189209
1479424214867355824,0.003490658476948738,0.0,22.90277862548828
1479424214887364135,0.003490658476948738,0.0625,22.905555725097656
1479424214907399816,0.003490658476948738,0.25,22.90833282470703
1479424214927455132,0.003490658476948738,-0.0625,22.91111183166504
1479424214947476806,0.001745329238474369,0.0,22.913888931274414
1479424214967638631,0.001745329238474369,-0.0625,22.913888931274414
1479424214987608507,0.001745329238474369,0.25,22.922222137451172
1479424215007651861,0.001745329238474369,-0.0625,22.91666603088379
1479424215027637427,0.001745329238474369,0.125,22.91111183166504
1479424215047670967,0.001745329238474369,-0.1875,22.913888931274414
1479424215067703294,0.0,-0.125,22.913888931274414
1479424215087827569,-0.003490658476948738,-0.25,22.91111183166504
1479424215107787727,-0.005235987715423107,-0.25,22.90833282470703
1479424215127809267,-0.006981316953897476,-0.1875,22.91111183166504
1479424215147880305,-0.010471975430846214,-0.25,22.91111183166504
1479424215167852446,-0.010471975430846214,-0.1875,22.919445037841797
1479424215187945498,-0.010471975430846214,-0.25,22.924999237060547
1479424215207962551,-0.012217304669320583,-0.125,22.938888549804688
1479424215227994688,-0.012217304669320583,-0.1875,22.947221755981445
1479424215248047727,-0.012217304669320583,-0.1875,22.947221755981445
1479424215268047655,-0.013962633907794952,-0.1875,22.95833396911621
1479424215288069542,-0.013962633907794952,-0.375,22.97222137451172
1479424215308153483,-0.015707964077591896,-0.25,22.983333587646484
1479424215328163849,-0.015707964077591896,-0.3125,22.98611068725586
1479424215348160393,-0.015707964077591896,0.0,22.994443893432617
1479424215368202474,-0.015707964077591896,-0.125,23.0
1479424215388266825,-0.015707964077591896,-0.375,22.994443893432617
1479424215408293846,-0.019198622554540634,-0.625,22.994443893432617
1479424215428329197,-0.022689281031489372,-0.4375,22.997222900390625
1479424215448359436,-0.02617993950843811,-0.3125,23.002777099609375
1479424215468401919,-0.027925267815589905,-0.375,22.994443893432617
1479424215488393291,-0.027925267815589905,0.0,22.988889694213867
1479424215508435095,-0.02617993950843811,0.1875,22.98055648803711
1479424215528481355,-0.02094395086169243,0.1875,22.975000381469727
1479424215548521625,-0.019198622554540634,0.1875,22.96666717529297
1479424215568535561,-0.015707964077591896,0.0625,22.952777862548828
1479424215588641437,-0.015707964077591896,0.0,22.955554962158203
1479424215608644417,-0.01745329238474369,-0.125,22.950000762939453
1479424215628648434,-0.019198622554540634,-0.375,22.947221755981445
1479424215648694646,-0.02094395086169243,-0.375,22.94444465637207
1479424215668700580,-0.02094395086169243,-0.25,22.955554962158203
1479424215688745678,-0.022689281031489372,-0.3125,22.961111068725586
1479424215708789380,-0.022689281031489372,-0.3125,22.95833396911621
1479424215728834102,-0.022689281031489372,-0.1875,22.96388816833496
1479424215748838217,-0.022689281031489372,-0.1875,22.96666717529297
1479424215768875547,-0.022689281031489372,-0.0625,22.98055648803711
1479424215788910794,-0.02094395086169243,0.375,22.98055648803711
1479424215808970155,-0.015707964077591896,0.5625,22.98611068725586
1479424215828969752,-0.010471975430846214,0.4375,22.991666793823242
1479424215849020144,-0.003490658476948738,0.4375,23.0
1479424215869060453,0.0,0.375,23.002777099609375
1479424215889078254,0.001745329238474369,0.375,23.005556106567383
1479424215909100030,0.003490658476948738,0.4375,23.011110305786133
1479424215929149299,0.003490658476948738,0.375,23.005556106567383
1479424215949184948,0.003490658476948738,0.3125,23.011110305786133
1479424215969247840,0.003490658476948738,0.375,23.008333206176758
1479424215989267254,0.003490658476948738,0.3125,23.008333206176758
1479424216009308940,0.003490658476948738,0.4375,23.008333206176758
1479424216029312603,0.005235987715423107,0.5,23.005556106567383
1479424216049350273,0.005235987715423107,0.375,23.0
1479424216069399492,0.005235987715423107,0.5,22.994443893432617
1479424216089395275,0.006981316953897476,0.625,23.008333206176758
1479424216109446692,0.008726646192371845,0.625,23.01388931274414
1479424216129491752,0.013962633907794952,0.75,23.016666412353516
1479424216149619950,0.019198622554540634,0.625,23.005556106567383
1479424216169631248,0.02094395086169243,0.6875,23.011110305786133
1479424216189638029,0.02617993950843811,0.625,23.01388931274414
1479424216209633261,0.02967059798538685,0.75,23.0222225189209
1479424216229689083,0.03316125646233559,0.5625,23.01944351196289
1479424216249704897,0.03316125646233559,0.5625,23.011110305786133
1479424216269704167,0.03316125646233559,0.4375,23.01388931274414
1479424216289735342,0.03141592815518379,0.1875,23.01944351196289
1479424216309785583,0.03141592815518379,0.25,23.03333282470703
1479424216329826038,0.02967059798538685,0.1875,23.03333282470703
1479424216349887951,0.027925267815589905,0.1875,23.038888931274414
1479424216369910793,0.027925267815589905,0.1875,23.044445037841797
1479424216389933506,0.027925267815589905,0.25,23.058332443237305
1479424216409964821,0.027925267815589905,0.375,23.072221755981445
1479424216430012623,0.027925267815589905,0.5625,23.077777862548828
1479424216450016768,0.02967059798538685,0.625,23.09166717529297
1479424216470074902,0.03141592815518379,0.625,23.09722137451172
1479424216490124518,0.03490658476948738,0.625,23.10555648803711
1479424216510141445,0.036651913076639175,0.5625,23.100000381469727
1479424216530307364,0.036651913076639175,0.5625,23.094444274902344
1479424216550242152,0.03490658476948738,0.375,23.094444274902344
1479424216570270099,0.03490658476948738,0.3125,23.100000381469727
1479424216590277828,0.03316125646233559,0.25,23.1027774810791
1479424216610321234,0.03316125646233559,0.3125,23.094444274902344
1479424216630350956,0.03316125646233559,0.375,23.094444274902344
1479424216650366546,0.03316125646233559,0.25,23.086111068725586
1479424216670432722,0.03316125646233559,0.1875,23.09166717529297
1479424216690437404,0.03316125646233559,0.125,23.086111068725586
1479424216710464304,0.03316125646233559,0.1875,23.080554962158203
1479424216730486027,0.03141592815518379,0.0,23.075000762939453
1479424216750534925,0.027925267815589905,0.125,23.075000762939453
1479424216770620822,0.027925267815589905,0.125,23.072221755981445
1479424216790690542,0.02617993950843811,-0.0625,23.061111450195312
1479424216810659401,0.02617993950843811,-0.125,23.061111450195312
1479424216830689732,0.024434609338641167,-0.0625,23.066667556762695
1479424216850735348,0.02094395086169243,-0.0625,23.077777862548828
1479424216870743224,0.019198622554540634,-0.1875,23.077777862548828
1479424216890937991,0.013962633907794952,-0.0625,23.08888816833496
1479424216910787885,0.010471975430846214,-0.125,23.09722137451172
1479424216930838660,0.006981316953897476,0.125,23.119443893432617
1479424216950872043,0.006981316953897476,0.1875,23.13888931274414
1479424216970913216,0.006981316953897476,0.125,23.133333206176758
1479424216991164699,0.006981316953897476,0.375,23.141666412353516
1479424217011241879,0.006981316953897476,0.4375,23.149999618530273
1479424217030989486,0.006981316953897476,0.5625,23.16666603088379
1479424217051056249,0.010471975430846214,0.875,23.174999237060547
1479424217071099544,0.015707964077591896,0.6875,23.169445037841797
1479424217091185030,0.015707964077591896,0.625,23.169445037841797
1479424217111137840,0.01745329238474369,0.5625,23.172222137451172
1479424217131184649,0.019198622554540634,0.5625,23.183332443237305
1479424217151233618,0.019198622554540634,0.5625,23.177778244018555
1479424217171244565,0.01745329238474369,0.4375,23.177778244018555
1479424217191411445,0.01745329238474369,0.25,23.174999237060547
1479424217211304356,0.015707964077591896,0.375,23.183332443237305
1479424217231355198,0.015707964077591896,0.375,23.191667556762695
1479424217251442582,0.01745329238474369,0.5625,23.18055534362793
1479424217271411548,0.01745329238474369,0.4375,23.172222137451172
1479424217291620313,0.015707964077591896,0.5,23.177778244018555
1479424217311518861,0.019198622554540634,0.5,23.18055534362793
1479424217331513194,0.019198622554540634,0.375,23.174999237060547
1479424217351617633,0.01745329238474369,0.5,23.163888931274414
1479424217371632512,0.01745329238474369,0.3125,23.155555725097656
1479424217391646466,0.01745329238474369,0.25,23.16111183166504
1479424217411660458,0.01745329238474369,0.375,23.149999618530273
1479424217431691314,0.01745329238474369,0.25,23.14444351196289
1479424217451737036,0.015707964077591896,0.3125,23.141666412353516
1479424217471747981,0.01745329238474369,0.3125,23.141666412353516
